timestamp;total;ASH_COATED_OSMIUM;INTARIAN_PEPPER_ROOT
513300;49672.0;9164.0;40508.0
513400;49711.0;9203.0;40508.0
513500;49675.0;9047.0;40628.0
513600;49711.0;9203.0;40508.0
513700;49385.0;8957.0;40428.0
513800;50397.0;9369.0;41028.0
513900;49506.0;8958.0;40548.0
514000;49779.0;9231.0;40548.0
514100;49899.0;9231.0;40668.0
514200;49821.0;9273.0;40548.0
514300;50137.0;9189.0;40948.0
514400;48921.0;8853.0;40068.0
514500;49777.0;9189.0;40588.0
514600;49657.0;9189.0;40468.0
514700;49777.0;9189.0;40588.0
514800;49943.0;9315.0;40628.0
514900;50153.0;9525.0;40628.0
515000;49775.0;9147.0;40628.0
515100;49550.0;9042.0;40508.0
515200;49817.0;9189.0;40628.0
515300;50063.0;9315.0;40748.0
515400;50004.0;9336.0;40668.0
515500;49857.0;9189.0;40668.0
515600;49857.0;9189.0;40668.0
515700;49001.0;8853.0;40148.0
515800;50233.0;9525.0;40708.0
515900;49777.0;9189.0;40588.0
516000;49918.0;9210.0;40708.0
516100;49855.0;9147.0;40708.0
516200;50293.0;9105.0;41188.0
516300;49895.0;9147.0;40748.0
516400;49811.0;9063.0;40748.0
516500;49994.0;9126.0;40868.0
516600;49845.0;9217.0;40628.0
516700;50003.0;9255.0;40748.0
516800;49942.0;9274.0;40668.0
516900;50125.0;9217.0;40908.0
517000;50005.0;9217.0;40788.0
517100;50005.0;9217.0;40788.0
517200;49665.0;8997.0;40668.0
517300;50137.0;9309.0;40828.0
517400;50065.0;9237.0;40828.0
517500;50113.0;9285.0;40828.0
517600;49641.0;9333.0;40308.0
517700;50017.0;9189.0;40828.0
517800;50057.0;9189.0;40868.0
517900;50105.0;9237.0;40868.0
518000;50225.0;9237.0;40988.0
518100;50081.0;9213.0;40868.0
518200;50249.0;9381.0;40868.0
518300;50265.0;9237.0;41028.0
518400;50145.0;9237.0;40908.0
518500;50217.0;9309.0;40908.0
518600;50145.0;9237.0;40908.0
518700;50145.0;9237.0;40908.0
518800;50065.0;9237.0;40828.0
518900;50569.0;9621.0;40948.0
519000;50185.0;9237.0;40948.0
519100;50100.0;9272.0;40828.0
519200;50140.5;9192.5;40948.0
519300;50260.0;9272.0;40988.0
519400;50260.0;9272.0;40988.0
519500;50260.0;9272.0;40988.0
519600;50684.0;9696.0;40988.0
519700;50380.0;9272.0;41108.0
519800;50353.0;9325.0;41028.0
519900;50300.0;9272.0;41028.0
520000;50300.0;9272.0;41028.0
520100;50420.0;9272.0;41148.0
520200;50671.0;9643.0;41028.0
520300;50287.0;9219.0;41068.0
520400;49846.5;9298.5;40548.0
520500;50340.0;9272.0;41068.0
520600;50340.0;9272.0;41068.0
520700;50260.0;9272.0;40988.0
520800;50380.0;9272.0;41108.0
520900;50459.5;9351.5;41108.0
521000;50860.0;9272.0;41588.0
521100;50300.5;9192.5;41108.0
521200;50380.0;9272.0;41108.0
521300;50420.0;9272.0;41148.0
521400;50819.0;9551.0;41268.0
521500;50435.0;9287.0;41148.0
521600;50387.0;9239.0;41148.0
521700;51003.0;9335.0;41668.0
521800;50571.0;9383.0;41188.0
521900;50451.0;9263.0;41188.0
522000;50475.0;9287.0;41188.0
522100;50499.0;9311.0;41188.0
522200;50523.0;9335.0;41188.0
522300;50563.0;9335.0;41228.0
522400;50598.0;9370.0;41228.0
522500;50718.0;9370.0;41348.0
522600;50598.0;9370.0;41228.0
522700;50518.0;9370.0;41148.0
522800;50715.0;9327.0;41388.0
522900;50638.0;9370.0;41268.0
523000;50595.0;9327.0;41268.0
523100;50466.0;9198.0;41268.0
523200;51118.0;9370.0;41748.0
523300;50979.0;9671.0;41308.0
523400;50635.0;9327.0;41308.0
523500;50613.5;9305.5;41308.0
523600;50454.0;9026.0;41428.0
523700;50850.0;9542.0;41308.0
523800;50524.5;9176.5;41348.0
523900;50238.0;9370.0;40868.0
524000;50288.0;8940.0;41348.0
524100;51105.0;9757.0;41348.0
524200;50798.0;9450.0;41348.0
524300;50838.0;9450.0;41388.0
524400;50718.0;9450.0;41268.0
524500;50838.0;9450.0;41388.0
524600;50438.0;9450.0;40988.0
524700;51397.0;9609.0;41788.0
524800;50878.0;9450.0;41428.0
524900;50334.0;9026.0;41308.0
525000;50878.0;9450.0;41428.0
525100;51598.0;9450.0;42148.0
525200;50913.0;9485.0;41428.0
525300;51025.0;9557.0;41468.0
525400;50953.0;9485.0;41468.0
525500;50929.0;9581.0;41348.0
525600;51025.0;9557.0;41468.0
525700;51521.0;9533.0;41988.0
525800;51041.0;9533.0;41508.0
525900;51017.0;9509.0;41508.0
526000;51209.0;9581.0;41628.0
526100;51161.0;9653.0;41508.0
526200;50513.0;9485.0;41028.0
526300;51225.0;9677.0;41548.0
526400;51129.0;9581.0;41548.0
526500;51009.0;9461.0;41548.0
526600;51033.0;9485.0;41548.0
526700;51033.0;9485.0;41548.0
526800;51073.0;9485.0;41588.0
526900;51073.0;9485.0;41588.0
527000;50953.0;9485.0;41468.0
527100;51073.0;9485.0;41588.0
527200;51073.0;9485.0;41588.0
527300;51065.0;9437.0;41628.0
527400;51113.0;9485.0;41628.0
527500;51305.0;9677.0;41628.0
527600;51161.0;9533.0;41628.0
527700;51113.0;9485.0;41628.0
527800;51873.0;9485.0;42388.0
527900;51267.5;9599.5;41668.0
528000;51188.0;9520.0;41668.0
